sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
8536,2017-03-08,2017-03-08 05:00:00+00:00,2017-03-08 05:00:00+00:00,18.3,o3,µg/m³,18.25,18.25,18.25,18.25,18.25,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,5,2,3,2017
8536,2017-03-08,2017-03-08 06:00:00+00:00,2017-03-08 06:00:00+00:00,15.5,o3,µg/m³,15.5,15.5,15.5,15.5,15.5,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,6,2,3,2017
8536,2017-03-08,2017-03-08 07:00:00+00:00,2017-03-08 07:00:00+00:00,6.25,o3,µg/m³,6.25,6.25,6.25,6.25,6.25,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,7,2,3,2017
8536,2017-03-08,2017-03-08 08:00:00+00:00,2017-03-08 08:00:00+00:00,2.5,o3,µg/m³,2.5,2.5,2.5,2.5,2.5,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,8,2,3,2017
8536,2017-03-08,2017-03-08 09:00:00+00:00,2017-03-08 09:00:00+00:00,5.0,o3,µg/m³,5.0,5.0,5.0,5.0,5.0,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,9,2,3,2017
8536,2017-03-08,2017-03-08 10:00:00+00:00,2017-03-08 10:00:00+00:00,8.25,o3,µg/m³,8.25,8.25,8.25,8.25,8.25,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,10,2,3,2017
8536,2017-03-08,2017-03-08 11:00:00+00:00,2017-03-08 11:00:00+00:00,9.0,o3,µg/m³,9.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,11,2,3,2017
8536,2017-03-08,2017-03-08 12:00:00+00:00,2017-03-08 12:00:00+00:00,20.5,o3,µg/m³,20.5,20.5,20.5,20.5,20.5,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,12,2,3,2017
8536,2017-03-08,2017-03-08 13:00:00+00:00,2017-03-08 13:00:00+00:00,33.3,o3,µg/m³,33.25,33.25,33.25,33.25,33.25,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,13,2,3,2017
8536,2017-03-08,2017-03-08 14:00:00+00:00,2017-03-08 14:00:00+00:00,30.0,o3,µg/m³,30.0,30.0,30.0,30.0,30.0,0.0,1,1,100.0,2679,SAINT ETIENNE SUD,45.420089999725384,4.395422000345383,500.0,500.0,12.0,14,2,3,2017
