sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
5614,2017-03-30,2017-03-30 05:00:00+00:00,2017-03-30 05:00:00+00:00,6.0,pm25,µg/m³,6.0,6.0,6.0,6.0,6.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,25.0,12.0,12.0,5,3,3,2017
5614,2017-03-30,2017-03-30 06:00:00+00:00,2017-03-30 06:00:00+00:00,4.0,pm25,µg/m³,4.0,4.0,4.0,4.0,4.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,17.0,29.0,12.0,6,3,3,2017
5614,2017-03-30,2017-03-30 07:00:00+00:00,2017-03-30 07:00:00+00:00,4.0,pm25,µg/m³,4.0,4.0,4.0,4.0,4.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,17.0,29.0,12.0,7,3,3,2017
5614,2017-03-30,2017-03-30 08:00:00+00:00,2017-03-30 08:00:00+00:00,8.0,pm25,µg/m³,8.0,8.0,8.0,8.0,8.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,33.0,12.0,12.0,8,3,3,2017
5614,2017-03-30,2017-03-30 09:00:00+00:00,2017-03-30 09:00:00+00:00,8.0,pm25,µg/m³,8.0,8.0,8.0,8.0,8.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,33.0,12.0,12.0,9,3,3,2017
5614,2017-03-30,2017-03-30 10:00:00+00:00,2017-03-30 10:00:00+00:00,11.0,pm25,µg/m³,11.0,11.0,11.0,11.0,11.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,46.0,38.0,12.0,10,3,3,2017
5614,2017-03-30,2017-03-30 11:00:00+00:00,2017-03-30 11:00:00+00:00,11.0,pm25,µg/m³,11.0,11.0,11.0,11.0,11.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,46.0,38.0,12.0,11,3,3,2017
5614,2017-03-30,2017-03-30 12:00:00+00:00,2017-03-30 12:00:00+00:00,6.0,pm25,µg/m³,6.0,6.0,6.0,6.0,6.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,25.0,38.0,12.0,12,3,3,2017
5614,2017-03-30,2017-03-30 13:00:00+00:00,2017-03-30 13:00:00+00:00,6.0,pm25,µg/m³,6.0,6.0,6.0,6.0,6.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,25.0,38.0,12.0,13,3,3,2017
5614,2017-03-30,2017-03-30 14:00:00+00:00,2017-03-30 14:00:00+00:00,4.0,pm25,µg/m³,4.0,4.0,4.0,4.0,4.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,17.0,21.0,12.0,14,3,3,2017
5614,2017-03-30,2017-03-30 15:00:00+00:00,2017-03-30 15:00:00+00:00,4.0,pm25,µg/m³,4.0,4.0,4.0,4.0,4.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,17.0,21.0,12.0,15,3,3,2017
5614,2017-03-30,2017-03-30 16:00:00+00:00,2017-03-30 16:00:00+00:00,3.0,pm25,µg/m³,3.0,3.0,3.0,3.0,3.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,12.0,42.0,12.0,16,3,3,2017
5614,2017-03-30,2017-03-30 17:00:00+00:00,2017-03-30 17:00:00+00:00,3.0,pm25,µg/m³,3.0,3.0,3.0,3.0,3.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,12.0,42.0,12.0,17,3,3,2017
5614,2017-03-30,2017-03-30 18:00:00+00:00,2017-03-30 18:00:00+00:00,7.0,pm25,µg/m³,7.0,7.0,7.0,7.0,7.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,29.0,21.0,12.0,18,3,3,2017
5614,2017-03-30,2017-03-30 19:00:00+00:00,2017-03-30 19:00:00+00:00,7.0,pm25,µg/m³,7.0,7.0,7.0,7.0,7.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,29.0,21.0,12.0,19,3,3,2017
5614,2017-03-30,2017-03-30 20:00:00+00:00,2017-03-30 20:00:00+00:00,3.0,pm25,µg/m³,3.0,3.0,3.0,3.0,3.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,12.0,12.0,12.0,20,3,3,2017
5614,2017-03-30,2017-03-30 21:00:00+00:00,2017-03-30 21:00:00+00:00,3.0,pm25,µg/m³,3.0,3.0,3.0,3.0,3.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,12.0,12.0,12.0,21,3,3,2017
5614,2017-03-30,2017-03-30 22:00:00+00:00,2017-03-30 22:00:00+00:00,9.0,pm25,µg/m³,9.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,38.0,21.0,12.0,22,3,3,2017
5614,2017-03-30,2017-03-30 23:00:00+00:00,2017-03-30 23:00:00+00:00,9.0,pm25,µg/m³,9.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,38.0,21.0,12.0,23,3,3,2017
5614,2017-03-31,2017-03-31 00:00:00+00:00,2017-03-31 00:00:00+00:00,9.0,pm25,µg/m³,9.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,38.0,17.0,12.0,0,4,3,2017
5614,2017-03-31,2017-03-31 01:00:00+00:00,2017-03-31 01:00:00+00:00,9.0,pm25,µg/m³,9.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,38.0,17.0,12.0,1,4,3,2017
5614,2017-03-31,2017-03-31 02:00:00+00:00,2017-03-31 02:00:00+00:00,5.0,pm25,µg/m³,5.0,5.0,5.0,5.0,5.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,21.0,21.0,12.0,2,4,3,2017
5614,2017-03-31,2017-03-31 03:00:00+00:00,2017-03-31 03:00:00+00:00,5.0,pm25,µg/m³,5.0,5.0,5.0,5.0,5.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,21.0,21.0,12.0,3,4,3,2017
5614,2017-03-31,2017-03-31 04:00:00+00:00,2017-03-31 04:00:00+00:00,10.0,pm25,µg/m³,10.0,10.0,10.0,10.0,10.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,42.0,12.0,12.0,4,4,3,2017
5614,2017-03-31,2017-03-31 05:00:00+00:00,2017-03-31 05:00:00+00:00,10.0,pm25,µg/m³,10.0,10.0,10.0,10.0,10.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,42.0,12.0,12.0,5,4,3,2017
5614,2017-03-31,2017-03-31 06:00:00+00:00,2017-03-31 06:00:00+00:00,5.0,pm25,µg/m³,5.0,5.0,5.0,5.0,5.0,0.0,1,1,100.0,2676,Drôme Rurale Sud-SND,44.5694430002562,5.27897200043165,21.0,38.0,12.0,6,4,3,2017
