sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7708,2018-01-16,2018-01-16 02:00:00+00:00,2018-01-16 02:00:00+00:00,1.35,pm25,µg/m³,1.35,,,,,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,6.0,1.0,12.0,2,1,1,2018
7708,2018-01-16,2018-01-16 03:00:00+00:00,2018-01-16 03:00:00+00:00,0.33,pm25,unknown,,0.33,0.33,0.33,0.33,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,3.0,13.0,3,1,1,2018
7708,2018-01-16,2018-01-16 04:00:00+00:00,2018-01-16 04:00:00+00:00,0.35,pm25,µg/m³,350.0,0.35,0.35,0.35,,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,3.0,12.0,4,1,1,2018
7708,2018-01-16,2018-01-16 05:00:00+00:00,2018-01-16 05:00:00+00:00,0.78,pm25,unknown,0.78,0.78,,780.0,,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,3.0,16.0,12.0,5,1,1,2018
7708,2018-01-16,2018-01-16 11:00:00+00:00,2018-01-16 11:00:00+00:00,1.45,pm25,µg/m³,1450.0,,,1.45,1.45,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,6.0,21.0,12.0,11,1,1,2018
7708,2018-01-16,2018-01-16 12:00:00+00:00,2018-01-16 12:00:00+00:00,2.98,pm25,µg/m³,2.98,2.98,0.00298,2.98,2.98,0.0,1,1,100.0,3457.0,Paray le Fresil,-999.0,999.0,12.0,27.0,12.0,12,1,1,2018
7708,2018-01-16,2018-01-16 13:00:00+00:00,2018-01-16 13:00:00+00:00,2.35,pm25,µg/m³,2.35,2350.0,2.35,,2.35,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,10.0,14.0,12.0,13,1,1,2018
7708,2018-01-16,2018-01-16 14:00:00+00:00,2018-01-16 14:00:00+00:00,0.00033,pm25,µg/m³,0.33,0.33,,0.33,0.33,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,999.0,1.0,9.0,14.0,14,1,1,2018
7708,2018-01-16,2018-01-16 16:00:00+00:00,2018-01-16 16:00:00+00:00,0.7,pm25,µg/m³,0.7,0.7,0.7,0.7,0.7,0.0,1,1,100.0,,Paray le Fresil,46.65266799984592,3.600667000393966,3.0,9.0,12.0,16,1,1,2018
7708,2018-01-16,2018-01-16 17:00:00+00:00,2018-01-16 17:00:00+00:00,3.88,pm25,µg/m³,0.0038799999999999998,3880.0,3.88,3.88,3.88,0.0,mot,1,100.0,3457.0,Paray le Fresil,46.65266799984592,999.0,16.0,15.0,12.0,17,1,1,2018
7708,2018-01-16,2018-01-16 19:00:00+00:00,2018-01-16 19:00:00+00:00,,pm25,kg,3.28,3.28,,3.28,3280.0,0.0,uno,1,100.0,3457.0,Paray le Fresil,999.0,3.600667000393966,14.0,6.0,13.0,19,1,1,2018
7708,2018-01-16,2018-01-16 20:00:00+00:00,2018-01-16 20:00:00+00:00,5.48,pm25,µg/m³,5.48,5.48,5.48,5.48,5.48,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,-999.0,23.0,6.0,12.0,20,1,1,2018
7708,2018-01-16,2018-01-16 21:00:00+00:00,2018-01-16 21:00:00+00:00,,pm25,µg/m³,4100.0,4.1,,0.0040999999999999995,4100.0,0.0,1,un,100.0,3457.0,Paray le Fresil,-999.0,3.600667000393966,17.0,11.0,13.0,21,1,1,2018
7708,2018-01-16,2018-01-16 22:00:00+00:00,2018-01-16 22:00:00+00:00,4.75,pm25,µg/m³,4750.0,4.75,4750.0,,0.00475,0.0,1,un,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,20.0,11.0,12.0,22,1,1,2018
7708,2018-01-16,2018-01-16 23:00:00+00:00,2018-01-16 23:00:00+00:00,5.05,pm25,µg/m³,,5.05,5.05,5.05,5.05,0.0,1,1,100.0,3457.0,Paray le Fresil,999.0,3.600667000393966,21.0,13.0,12.0,23,1,1,2018
7708,2018-01-17,2018-01-17 00:00:00+00:00,2018-01-17 00:00:00+00:00,0.00645,pm25,kg,0.00645,6.45,6.45,,6.45,0.0,1,mot,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,27.0,11.0,12.0,0,2,1,2018
7708,2018-01-17,2018-01-17 01:00:00+00:00,2018-01-17 01:00:00+00:00,3.45,pm25,µg/m³,0.0034500000000000004,3.45,,3.45,3450.0,0.0,1,1,100.0,3457.0,Paray le Fresil,727.0,3.600667000393966,14.0,16.0,12.0,1,2,1,2018
7708,2018-01-17,2018-01-17 04:00:00+00:00,2018-01-17 04:00:00+00:00,2150.0,pm25,kg,2.15,,2.15,2.15,2.15,0.0,uno,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,9.0,13.0,12.0,4,2,1,2018
