sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
5606,2017-06-08,2017-06-08 15:00:00+00:00,2017-06-08 15:00:00+00:00,6.0,µg/m³,6.0,6.0,,6.0,6000.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,999.0,6.0,8.0,12.0,15,3,6,2017
5606,2017-06-08,2017-06-08 16:00:00+00:00,2017-06-08 16:00:00+00:00,5.0,µg/m³,5.0,5.0,5.0,0.005,5.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,999.0,5.820833000425056,5.0,6.0,12.0,16,3,6,2017
5606,2017-06-08,2017-06-08 17:00:00+00:00,2017-06-08 17:00:00+00:00,5.25,kg,5.25,5.25,,5.25,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,5.0,9.0,12.0,17,3,6,2017
5606,2017-06-08,2017-06-08 18:00:00+00:00,2017-06-08 18:00:00+00:00,5.25,µg/m³,5.25,0.00525,,5.25,5.25,0.0,1,one,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,5.0,7.0,12.0,18,3,6,2017
5606,2017-06-08,2017-06-08 19:00:00+00:00,2017-06-08 19:00:00+00:00,7.0,µg/m³,7.0,7.0,7.0,7.0,7.0,,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,7.0,11.0,12.0,19,3,6,2017
5606,2017-06-08,2017-06-08 20:00:00+00:00,2017-06-08 20:00:00+00:00,10.3,µg/m³,10.25,10.25,10.25,10.25,0.01025,0.0,1,un,100.0,2690.0,St Germain/Rhône,46.072224000206376,-999.0,10.0,11.0,12.0,20,3,6,2017
5606,2017-06-08,2017-06-08 21:00:00+00:00,2017-06-08 21:00:00+00:00,0.0135,µg/m³,0.0135,0.0135,,13.5,,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,727.0,13.0,9.0,12.0,21,3,6,2017
5606,2017-06-08,2017-06-08 22:00:00+00:00,2017-06-08 22:00:00+00:00,0.0145,µg/m³,14.5,14.5,14.5,14.5,14.5,0.0,uno,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,14.0,9.0,12.0,22,3,6,2017
5606,2017-06-08,2017-06-08 23:00:00+00:00,2017-06-08 23:00:00+00:00,,cm,8.75,8.75,8.75,8.75,8750.0,0.0,1,un,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,8.0,7.0,12.0,23,3,6,2017
5606,2017-06-09,2017-06-09 00:00:00+00:00,2017-06-09 00:00:00+00:00,,µg/m³,,0.0075,7.5,7.5,7.5,0.0,un,mot,100.0,2690.0,St Germain/Rhône,727.0,5.820833000425056,7.0,6.0,12.0,0,4,6,2017
5606,2017-06-09,2017-06-09 01:00:00+00:00,2017-06-09 01:00:00+00:00,7.5,µg/m³,7.5,7500.0,,,7.5,0.0,1,un,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,7.0,5.0,12.0,1,4,6,2017
5606,2017-06-09,2017-06-09 02:00:00+00:00,2017-06-09 02:00:00+00:00,8.25,µg/m³,8.25,8.25,0.00825,8.25,8.25,0.0,one,1,100.0,,St Germain/Rhône,999.0,5.820833000425056,8.0,3.0,12.0,2,4,6,2017
5606,2017-06-09,2017-06-09 03:00:00+00:00,2017-06-09 03:00:00+00:00,8.75,µg/m³,8.75,,8.75,8.75,8750.0,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,8.0,2.0,12.0,3,4,6,2017
5606,2017-06-09,2017-06-09 04:00:00+00:00,2017-06-09 04:00:00+00:00,,cm,6.5,6.5,,6.5,6.5,0.0,un,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,6.0,2.0,12.0,4,4,6,2017
5606,2017-06-09,2017-06-09 05:00:00+00:00,2017-06-09 05:00:00+00:00,10.0,µg/m³,,,10.0,,10.0,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,-999.0,9.0,2.0,12.0,5,4,6,2017
5606,2017-06-09,2017-06-09 06:00:00+00:00,2017-06-09 06:00:00+00:00,7.25,µg/m³,0.00725,7.25,7.25,,,,1,1,100.0,2690.0,St Germain/Rhône,999.0,5.820833000425056,7.0,3.0,12.0,6,4,6,2017
5606,2017-06-09,2017-06-09 07:00:00+00:00,2017-06-09 07:00:00+00:00,0.012,µg/m³,12000.0,12000.0,12.0,,12000.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,11.0,5.0,12.0,7,4,6,2017
5606,2017-06-09,2017-06-09 08:00:00+00:00,2017-06-09 08:00:00+00:00,,µg/m³,11.5,11.5,11.5,11.5,11.5,0.0,mot,1,100.0,,St Germain/Rhône,-727.0,5.820833000425056,11.0,6.0,12.0,8,4,6,2017
5606,2017-06-09,2017-06-09 09:00:00+00:00,2017-06-09 09:00:00+00:00,0.00925,µg/m³,9.25,9250.0,,9.25,0.00925,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,9.0,11.0,12.0,9,4,6,2017
5606,2017-06-09,2017-06-09 10:00:00+00:00,2017-06-09 10:00:00+00:00,10.0,µg/m³,,0.01,,10.0,10000.0,0.0,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,9.0,14.0,12.0,10,4,6,2017
5606,2017-06-09,2017-06-09 11:00:00+00:00,2017-06-09 11:00:00+00:00,7.25,µg/m³,0.00725,7.25,7.25,7.25,7.25,0.0,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,7.0,7.0,12.0,11,4,6,2017
5606,2017-06-09,2017-06-09 12:00:00+00:00,2017-06-09 12:00:00+00:00,,kg,6250.0,,,6.25,6.25,0.0,1,1,100.0,,St Germain/Rhône,-999.0,5.820833000425056,6.0,5.0,12.0,12,4,6,2017
5606,2017-06-09,2017-06-09 13:00:00+00:00,2017-06-09 13:00:00+00:00,5.5,µg/m³,5.5,5500.0,5500.0,5500.0,5.5,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,-999.0,5.0,5.0,12.0,13,4,6,2017
5606,2017-06-09,2017-06-09 14:00:00+00:00,2017-06-09 14:00:00+00:00,3.25,µg/m³,3250.0,,3.25,3.25,3.25,0.0,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,3.0,4.0,12.0,14,4,6,2017
5606,2017-06-09,2017-06-09 15:00:00+00:00,2017-06-09 15:00:00+00:00,,µg/m³,2.3,,2.3,2.3,2.3,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,2.0,4.0,12.0,15,4,6,2017
5606,2017-06-09,2017-06-09 16:00:00+00:00,2017-06-09 16:00:00+00:00,2.3,µg/m³,2300.0,2.3,2300.0,2.3,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,2.0,4.0,12.0,16,4,6,2017
5606,2017-06-09,2017-06-09 17:00:00+00:00,2017-06-09 17:00:00+00:00,2.55,unknown,,2.55,2.55,0.0025499999999999997,2.55,0.0,1,un,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,2.0,4.0,12.0,17,4,6,2017
5606,2017-06-09,2017-06-09 18:00:00+00:00,2017-06-09 18:00:00+00:00,2750.0,µg/m³,2.75,2.75,2.75,2.75,,0.0,mot,one,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,3.0,6.0,12.0,18,4,6,2017
5606,2017-06-09,2017-06-09 19:00:00+00:00,2017-06-09 19:00:00+00:00,5.63,µg/m³,,5.63,,,5.63,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,5.0,7.0,12.0,19,4,6,2017
5606,2017-06-09,2017-06-09 20:00:00+00:00,2017-06-09 20:00:00+00:00,6530.0,µg/m³,6.53,6.53,6.53,6.53,6.53,0.0,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,6.0,5.0,12.0,20,4,6,2017
5606,2017-06-09,2017-06-09 21:00:00+00:00,2017-06-09 21:00:00+00:00,11.6,µg/m³,11.55,11.55,0.011550000000000001,11.55,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,11.0,6.0,12.0,21,4,6,2017
5606,2017-06-09,2017-06-09 22:00:00+00:00,2017-06-09 22:00:00+00:00,14.8,µg/m³,14.8,14.8,14.8,,14.8,0.0,uno,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,14.0,7.0,12.0,22,4,6,2017
5606,2017-06-09,2017-06-09 23:00:00+00:00,2017-06-09 23:00:00+00:00,7.93,µg/m³,7.93,,7.93,7.93,7.93,,1,1,100.0,,St Germain/Rhône,46.072224000206376,727.0,7.0,5.0,12.0,23,4,6,2017
5606,2017-06-10,2017-06-10 00:00:00+00:00,2017-06-10 00:00:00+00:00,5.75,µg/m³,,5.75,5.75,,5.75,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,5.0,4.0,12.0,0,5,6,2017
5606,2017-06-10,2017-06-10 01:00:00+00:00,2017-06-10 01:00:00+00:00,,µg/m³,5700.0,5.7,5.7,5700.0,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,-727.0,5.0,3.0,12.0,1,5,6,2017
5606,2017-06-10,2017-06-10 02:00:00+00:00,2017-06-10 02:00:00+00:00,4.6,µg/m³,4.6,4600.0,4.6,4.6,4.6,,uno,one,100.0,2690.0,St Germain/Rhône,727.0,5.820833000425056,4.0,3.0,12.0,2,5,6,2017
5606,2017-06-10,2017-06-10 03:00:00+00:00,2017-06-10 03:00:00+00:00,3.83,µg/m³,3.83,3.83,3.83,3.83,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,4.0,3.0,12.0,3,5,6,2017
5606,2017-06-10,2017-06-10 04:00:00+00:00,2017-06-10 04:00:00+00:00,4.4,µg/m³,0.0044,,4400.0,4.4,4.4,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,-727.0,4.0,3.0,12.0,4,5,6,2017
5606,2017-06-10,2017-06-10 05:00:00+00:00,2017-06-10 05:00:00+00:00,0.00458,µg/m³,,4.58,0.00458,4.58,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,4.0,4.0,12.0,5,5,6,2017
5606,2017-06-10,2017-06-10 06:00:00+00:00,2017-06-10 06:00:00+00:00,6.65,µg/m³,6.65,6.65,6.65,6.65,,0.0,1,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,6.0,3.0,12.0,6,5,6,2017
5606,2017-06-10,2017-06-10 07:00:00+00:00,2017-06-10 07:00:00+00:00,6.93,µg/m³,6.93,6930.0,6.93,,6.93,0.0,1,1,100.0,2690.0,St Germain/Rhône,-999.0,5.820833000425056,7.0,3.0,12.0,7,5,6,2017
5606,2017-06-10,2017-06-10 08:00:00+00:00,2017-06-10 08:00:00+00:00,5.73,µg/m³,5730.0,0.005730000000000001,,5.73,5.73,,1,mot,100.0,,St Germain/Rhône,999.0,999.0,5.0,5.0,12.0,8,5,6,2017
