sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
5651,2017-03-15,2017-03-15 05:00:00+00:00,2017-03-15 05:00:00+00:00,34.2,µg/m³,34.15,34.15,34.15,,34.15,0.0,1,1,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,32.0,14.0,12.0,5,2,3,2017
5651,2017-03-15,2017-03-15 06:00:00+00:00,2017-03-15 06:00:00+00:00,49.9,µg/m³,0.049850000000000005,,0.049850000000000005,0.049850000000000005,49.85,0.0,1,1,100.0,2712.0,Fléville,48.62150200000245,999.0,47.0,17.0,12.0,6,2,3,2017
5651,2017-03-15,2017-03-15 07:00:00+00:00,2017-03-15 07:00:00+00:00,18.9,unknown,18.88,0.01888,,18.88,18.88,0.0,mot,1,100.0,,Fléville,48.62150200000245,6.19492199960431,18.0,22.0,12.0,7,2,3,2017
5651,2017-03-15,2017-03-15 08:00:00+00:00,2017-03-15 08:00:00+00:00,0.0272,µg/m³,,27.23,27.23,27.23,,0.0,1,un,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,26.0,37.0,12.0,8,2,3,2017
5651,2017-03-15,2017-03-15 09:00:00+00:00,2017-03-15 09:00:00+00:00,36.2,µg/m³,,36.18,,0.036180000000000004,36.18,0.0,1,1,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,34.0,52.0,12.0,9,2,3,2017
5651,2017-03-15,2017-03-15 10:00:00+00:00,2017-03-15 10:00:00+00:00,29.4,kg,29.4,,,0.0294,29.4,0.0,1,1,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,28.0,56.0,12.0,10,2,3,2017
5651,2017-03-15,2017-03-15 11:00:00+00:00,2017-03-15 11:00:00+00:00,,µg/m³,,,,15.75,15.75,0.0,1,1,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,15.0,62.0,12.0,11,2,3,2017
5651,2017-03-15,2017-03-15 12:00:00+00:00,2017-03-15 12:00:00+00:00,13.7,µg/m³,13.7,0.0137,,13.7,13.7,0.0,1,1,100.0,2712.0,Fléville,727.0,6.19492199960431,13.0,58.0,12.0,12,2,3,2017
5651,2017-03-15,2017-03-15 13:00:00+00:00,2017-03-15 13:00:00+00:00,,µg/m³,12400.0,12.4,,12.4,12.4,0.0,1,one,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,12.0,45.0,12.0,13,2,3,2017
5651,2017-03-15,2017-03-15 14:00:00+00:00,2017-03-15 14:00:00+00:00,,µg/m³,0.01165,11.65,,0.01165,11.65,0.0,1,mot,100.0,2712.0,Fléville,48.62150200000245,6.19492199960431,11.0,48.0,12.0,14,2,3,2017
