sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
9814,2017-02-19,2017-02-19 17:00:00+00:00,2017-02-19 17:00:00+00:00,,o3,µg/m³,92.0,92.0,92.0,92.0,92.0,0.0,one,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,17,6,2,2017
9814,2017-02-19,2017-02-19 18:00:00+00:00,2017-02-19 18:00:00+00:00,94500.0,o3,cm,94.5,94500.0,94.5,94.5,94500.0,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,18,6,2,2017
9814,2017-02-19,2017-02-19 19:00:00+00:00,2017-02-19 19:00:00+00:00,85.3,o3,µg/m³,,85.25,85.25,85.25,85.25,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,19,6,2,2017
9814,2017-02-19,2017-02-19 20:00:00+00:00,2017-02-19 20:00:00+00:00,74.5,o3,µg/m³,0.0745,74.5,74.5,74.5,0.0745,,one,mot,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,20,6,2,2017
9814,2017-02-19,2017-02-19 21:00:00+00:00,2017-02-19 21:00:00+00:00,59.3,o3,µg/m³,,,,59.25,59.25,0.0,one,1,100.0,3462.0,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,21,6,2,2017
9814,2017-02-19,2017-02-19 22:00:00+00:00,2017-02-19 22:00:00+00:00,36.8,o3,µg/m³,36.75,36750.0,36.75,36750.0,36.75,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,22,6,2,2017
9814,2017-02-19,2017-02-19 23:00:00+00:00,2017-02-19 23:00:00+00:00,,o3,µg/m³,38000.0,38000.0,38.0,,,0.0,1,one,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,23,6,2,2017
9814,2017-02-20,2017-02-20 00:00:00+00:00,2017-02-20 00:00:00+00:00,48.3,o3,µg/m³,48.25,48.25,,48.25,48.25,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,0,0,2,2017
9814,2017-02-20,2017-02-20 01:00:00+00:00,2017-02-20 01:00:00+00:00,45.3,o3,µg/m³,,0.04525,45.25,45.25,,0.0,1,one,100.0,3462.0,FR02013,43.4588738424815,-999.0,500.0,500.0,12.0,1,0,2,2017
9814,2017-02-20,2017-02-20 02:00:00+00:00,2017-02-20 02:00:00+00:00,,o3,µg/m³,0.0,0.0,0.0,0.0,0.0,0.0,mot,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,0.0,500.0,12.0,2,0,2,2017
9814,2017-02-20,2017-02-20 03:00:00+00:00,2017-02-20 03:00:00+00:00,,o3,µg/m³,54.0,54.0,,54.0,,0.0,1,uno,100.0,3462.0,FR02013,-727.0,727.0,500.0,500.0,12.0,3,0,2,2017
9814,2017-02-20,2017-02-20 04:00:00+00:00,2017-02-20 04:00:00+00:00,,o3,µg/m³,,68.0,68.0,68000.0,,0.0,1,1,100.0,3462.0,FR02013,-727.0,4.93416737793045,500.0,500.0,12.0,4,0,2,2017
9814,2017-02-20,2017-02-20 05:00:00+00:00,2017-02-20 05:00:00+00:00,71.3,o3,µg/m³,71.25,,71.25,71.25,71.25,0.0,1,1,100.0,,FR02013,43.4588738424815,727.0,500.0,500.0,12.0,5,0,2,2017
9814,2017-02-20,2017-02-20 06:00:00+00:00,2017-02-20 06:00:00+00:00,69.5,o3,cm,69.5,69.5,69500.0,69500.0,69500.0,,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,6,0,2,2017
9814,2017-02-20,2017-02-20 07:00:00+00:00,2017-02-20 07:00:00+00:00,,o3,µg/m³,,68.0,68.0,68.0,68.0,0.0,mot,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,7,0,2,2017
9814,2017-02-20,2017-02-20 08:00:00+00:00,2017-02-20 08:00:00+00:00,66.5,o3,µg/m³,66.5,66.5,,66.5,66500.0,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,-999.0,500.0,500.0,12.0,8,0,2,2017
9814,2017-02-20,2017-02-20 09:00:00+00:00,2017-02-20 09:00:00+00:00,,o3,µg/m³,0.06725,67250.0,67250.0,0.06725,67.25,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,9,0,2,2017
9814,2017-02-20,2017-02-20 10:00:00+00:00,2017-02-20 10:00:00+00:00,69.5,o3,µg/m³,,69.5,,69.5,69.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,999.0,500.0,500.0,12.0,10,0,2,2017
9814,2017-02-20,2017-02-20 11:00:00+00:00,2017-02-20 11:00:00+00:00,72.5,o3,µg/m³,72.5,72.5,,,72.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,11,0,2,2017
9814,2017-02-20,2017-02-20 12:00:00+00:00,2017-02-20 12:00:00+00:00,0.0755,o3,µg/m³,75500.0,75500.0,75.5,,75.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,12,0,2,2017
9814,2017-02-20,2017-02-20 13:00:00+00:00,2017-02-20 13:00:00+00:00,79.3,o3,cm,,79.25,79.25,79.25,79250.0,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,727.0,500.0,500.0,12.0,13,0,2,2017
9814,2017-02-20,2017-02-20 14:00:00+00:00,2017-02-20 14:00:00+00:00,83.0,o3,µg/m³,83000.0,83.0,83.0,,83.0,0.0,uno,1,100.0,3462.0,FR02013,43.4588738424815,999.0,500.0,0.0,12.0,14,0,2,2017
9814,2017-02-20,2017-02-20 15:00:00+00:00,2017-02-20 15:00:00+00:00,85.8,o3,µg/m³,85.75,85.75,85750.0,85.75,,0.0,mot,1,100.0,3462.0,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,15,0,2,2017
9814,2017-02-20,2017-02-20 16:00:00+00:00,2017-02-20 16:00:00+00:00,85.0,o3,unknown,85.0,85.0,85.0,85.0,85.0,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,727.0,500.0,500.0,12.0,16,0,2,2017
9814,2017-02-20,2017-02-20 17:00:00+00:00,2017-02-20 17:00:00+00:00,87500.0,o3,unknown,,87.5,87500.0,87.5,87500.0,,1,1,100.0,,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,17,0,2,2017
9814,2017-02-20,2017-02-20 18:00:00+00:00,2017-02-20 18:00:00+00:00,,o3,µg/m³,81.0,,,81.0,81.0,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,18,0,2,2017
9814,2017-02-20,2017-02-20 19:00:00+00:00,2017-02-20 19:00:00+00:00,67.8,o3,µg/m³,,67.75,67.75,67.75,67.75,0.0,one,one,100.0,3462.0,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,19,0,2,2017
9814,2017-02-20,2017-02-20 20:00:00+00:00,2017-02-20 20:00:00+00:00,60.5,o3,kg,60.5,60500.0,,60.5,60.5,0.0,1,1,100.0,3462.0,FR02013,-999.0,4.93416737793045,500.0,500.0,12.0,20,0,2,2017
9814,2017-02-20,2017-02-20 21:00:00+00:00,2017-02-20 21:00:00+00:00,58.0,o3,µg/m³,,58.0,58.0,,,0.0,uno,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,21,0,2,2017
9814,2017-02-20,2017-02-20 22:00:00+00:00,2017-02-20 22:00:00+00:00,59.0,o3,µg/m³,59.0,59.0,59.0,59.0,0.059000000000000004,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,22,0,2,2017
9814,2017-02-20,2017-02-20 23:00:00+00:00,2017-02-20 23:00:00+00:00,51.3,o3,cm,51.25,51.25,51250.0,,51.25,0.0,1,un,100.0,,FR02013,43.4588738424815,-727.0,500.0,500.0,12.0,23,0,2,2017
9814,2017-02-21,2017-02-21 00:00:00+00:00,2017-02-21 00:00:00+00:00,69800.0,o3,µg/m³,69.75,69.75,69.75,69.75,,,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,0,1,2,2017
9814,2017-02-21,2017-02-21 01:00:00+00:00,2017-02-21 01:00:00+00:00,61.0,o3,unknown,0.061,61.0,61.0,61.0,,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,1,1,2,2017
9814,2017-02-21,2017-02-21 02:00:00+00:00,2017-02-21 02:00:00+00:00,,o3,µg/m³,0.0,0.0,0.0,,,0.0,mot,1,100.0,,FR02013,43.4588738424815,4.93416737793045,0.0,500.0,12.0,2,1,2,2017
9814,2017-02-21,2017-02-21 03:00:00+00:00,2017-02-21 03:00:00+00:00,60300.0,o3,µg/m³,60.25,60250.0,60.25,60.25,60250.0,,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,3,1,2,2017
9814,2017-02-21,2017-02-21 04:00:00+00:00,2017-02-21 04:00:00+00:00,43500.0,o3,µg/m³,43.5,43.5,43.5,43500.0,43.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,4,1,2,2017
9814,2017-02-21,2017-02-21 05:00:00+00:00,2017-02-21 05:00:00+00:00,35.5,o3,unknown,35.5,,35.5,35500.0,,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,5,1,2,2017
9814,2017-02-21,2017-02-21 06:00:00+00:00,2017-02-21 06:00:00+00:00,29.3,o3,µg/m³,29.25,29.25,0.02925,29.25,,,1,one,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,6,1,2,2017
9814,2017-02-21,2017-02-21 07:00:00+00:00,2017-02-21 07:00:00+00:00,,o3,µg/m³,32500.0,0.0325,0.0325,32.5,,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,7,1,2,2017
9814,2017-02-21,2017-02-21 08:00:00+00:00,2017-02-21 08:00:00+00:00,11.8,o3,µg/m³,,,11.75,11.75,11.75,,1,1,100.0,3462.0,FR02013,-999.0,-999.0,500.0,500.0,12.0,8,1,2,2017
9814,2017-02-21,2017-02-21 09:00:00+00:00,2017-02-21 09:00:00+00:00,15500.0,o3,µg/m³,,15.5,15.5,15.5,15.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,9,1,2,2017
9814,2017-02-21,2017-02-21 10:00:00+00:00,2017-02-21 10:00:00+00:00,40.5,o3,unknown,40.5,40.5,40.5,,40.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,-999.0,500.0,500.0,12.0,10,1,2,2017
9814,2017-02-21,2017-02-21 11:00:00+00:00,2017-02-21 11:00:00+00:00,52.8,o3,µg/m³,52.75,,52.75,52.75,52.75,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,11,1,2,2017
9814,2017-02-21,2017-02-21 12:00:00+00:00,2017-02-21 12:00:00+00:00,53.0,o3,µg/m³,53.0,53000.0,53.0,53.0,,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,12,1,2,2017
9814,2017-02-23,2017-02-23 01:00:00+00:00,2017-02-23 01:00:00+00:00,12.8,o3,µg/m³,12.75,12.75,12.75,12.75,12.75,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,1,3,2,2017
9814,2017-02-23,2017-02-23 02:00:00+00:00,2017-02-23 02:00:00+00:00,0.0,o3,cm,0.0,0.0,,0.0,0.0,0.0,1,1,100.0,3462.0,FR02013,727.0,4.93416737793045,0.0,500.0,12.0,2,3,2,2017
9814,2017-02-23,2017-02-23 03:00:00+00:00,2017-02-23 03:00:00+00:00,12.5,o3,µg/m³,12.5,12500.0,12500.0,12.5,12.5,0.0,1,1,100.0,3462.0,FR02013,43.4588738424815,4.93416737793045,500.0,500.0,12.0,3,3,2,2017
