sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
9730,2017-03-02,2017-03-02 21:00:00+00:00,2017-03-02 21:00:00+00:00,9.0,unknown,9000.0,9.0,9.0,9.0,9.0,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,8.0,22.0,12.0,21,3,3,2017
9730,2017-03-02,2017-03-02 22:00:00+00:00,2017-03-02 22:00:00+00:00,14800.0,µg/m³,0.014830000000000001,14.83,14.83,14.83,14.83,0.0,1,uno,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,14.0,15.0,12.0,22,3,3,2017
9730,2017-03-02,2017-03-02 23:00:00+00:00,2017-03-02 23:00:00+00:00,,µg/m³,13.65,,13.65,13.65,13.65,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,727.0,13.0,14.0,12.0,23,3,3,2017
9730,2017-03-03,2017-03-03 00:00:00+00:00,2017-03-03 00:00:00+00:00,4.08,µg/m³,4.08,,,4.08,4.08,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,10.0,12.0,0,4,3,2017
9730,2017-03-03,2017-03-03 01:00:00+00:00,2017-03-03 01:00:00+00:00,3800.0,µg/m³,3.8,3.8,3.8,3.8,3.8,,mot,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,8.0,12.0,1,4,3,2017
9730,2017-03-03,2017-03-03 02:00:00+00:00,2017-03-03 02:00:00+00:00,3.8,µg/m³,3.8,3.8,,,3.8,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,999.0,-2.7495299998128857,4.0,6.0,12.0,2,4,3,2017
9730,2017-03-03,2017-03-03 03:00:00+00:00,2017-03-03 03:00:00+00:00,,µg/m³,3.8,3.8,3.8,3.8,0.0038,,one,uno,100.0,2702.0,Saint Brieuc Balzac,-999.0,-2.7495299998128857,4.0,7.0,12.0,3,4,3,2017
9730,2017-03-03,2017-03-03 04:00:00+00:00,2017-03-03 04:00:00+00:00,,µg/m³,,3680.0,3.68,3.68,,0.0,one,uno,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,3.0,9.0,12.0,4,4,3,2017
9730,2017-03-03,2017-03-03 05:00:00+00:00,2017-03-03 05:00:00+00:00,3.35,unknown,3.35,3.35,,3.35,3.35,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-727.0,3.0,11.0,12.0,5,4,3,2017
9730,2017-03-03,2017-03-03 06:00:00+00:00,2017-03-03 06:00:00+00:00,3.8,cm,,3.8,3800.0,3.8,3.8,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,727.0,-2.7495299998128857,4.0,11.0,12.0,6,4,3,2017
9730,2017-03-03,2017-03-03 07:00:00+00:00,2017-03-03 07:00:00+00:00,0.0040999999999999995,µg/m³,4.1,4100.0,4.1,4.1,4.1,0.0,1,uno,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,21.0,12.0,7,4,3,2017
9730,2017-03-03,2017-03-03 08:00:00+00:00,2017-03-03 08:00:00+00:00,9.95,unknown,9.95,,9950.0,9.95,,0.0,mot,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-727.0,9.0,14.0,12.0,8,4,3,2017
9730,2017-03-03,2017-03-03 09:00:00+00:00,2017-03-03 09:00:00+00:00,23.2,µg/m³,23.2,23.2,23.2,23.2,23.2,0.0,one,mot,100.0,2702.0,Saint Brieuc Balzac,-727.0,727.0,22.0,11.0,12.0,9,4,3,2017
9730,2017-03-03,2017-03-03 10:00:00+00:00,2017-03-03 10:00:00+00:00,16.1,µg/m³,16.1,16100.000000000002,16.1,16.1,16.1,,1,uno,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,15.0,11.0,12.0,10,4,3,2017
9730,2017-03-03,2017-03-03 11:00:00+00:00,2017-03-03 11:00:00+00:00,14.7,kg,14680.0,14.68,14.68,14.68,14.68,,1,un,100.0,2702.0,Saint Brieuc Balzac,-999.0,-2.7495299998128857,14.0,13.0,12.0,11,4,3,2017
9730,2017-03-03,2017-03-03 12:00:00+00:00,2017-03-03 12:00:00+00:00,10.2,µg/m³,10.2,10.2,10.2,10.2,10.2,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,999.0,10.0,5.0,12.0,12,4,3,2017
9730,2017-03-03,2017-03-03 13:00:00+00:00,2017-03-03 13:00:00+00:00,0.00808,µg/m³,8.08,8.08,8.08,8.08,0.00808,0.0,1,un,100.0,,Saint Brieuc Balzac,48.51351000028169,-727.0,8.0,5.0,12.0,13,4,3,2017
9730,2017-03-03,2017-03-03 14:00:00+00:00,2017-03-03 14:00:00+00:00,6600.0,µg/m³,6.6,6.6,6.6,0.0066,,0.0,1,1,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,6.0,4.0,12.0,14,4,3,2017
9730,2017-03-03,2017-03-03 15:00:00+00:00,2017-03-03 15:00:00+00:00,7.63,µg/m³,7.63,7.63,7.63,,0.00763,0.0,1,1,100.0,,Saint Brieuc Balzac,48.51351000028169,-999.0,7.0,2.0,12.0,15,4,3,2017
9730,2017-03-03,2017-03-03 16:00:00+00:00,2017-03-03 16:00:00+00:00,0.00905,µg/m³,9.05,9.05,9.05,,0.00905,0.0,mot,1,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,9.0,4.0,12.0,16,4,3,2017
9730,2017-03-03,2017-03-03 17:00:00+00:00,2017-03-03 17:00:00+00:00,,µg/m³,12.13,12.13,12.13,12130.0,12.13,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,11.0,4.0,12.0,17,4,3,2017
9730,2017-03-03,2017-03-03 18:00:00+00:00,2017-03-03 18:00:00+00:00,11500.0,µg/m³,,11.48,11.48,11.48,11.48,0.0,1,1,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,11.0,6.0,12.0,18,4,3,2017
9730,2017-03-03,2017-03-03 19:00:00+00:00,2017-03-03 19:00:00+00:00,21900.0,µg/m³,,,21.9,21.9,0.0219,0.0,one,1,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,21.0,8.0,12.0,19,4,3,2017
9730,2017-03-03,2017-03-03 20:00:00+00:00,2017-03-03 20:00:00+00:00,,cm,14.63,14.63,14.63,14.63,14.63,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,14.0,8.0,12.0,20,4,3,2017
9730,2017-03-03,2017-03-03 21:00:00+00:00,2017-03-03 21:00:00+00:00,,unknown,11.25,11.25,11.25,11.25,,0.0,mot,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,11.0,7.0,12.0,21,4,3,2017
9730,2017-03-03,2017-03-03 22:00:00+00:00,2017-03-03 22:00:00+00:00,11.3,µg/m³,11.25,11.25,11.25,11.25,11.25,0.0,1,one,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,11.0,9.0,12.0,22,4,3,2017
9730,2017-03-03,2017-03-03 23:00:00+00:00,2017-03-03 23:00:00+00:00,0.0137,µg/m³,13.7,13.7,13.7,13.7,13.7,0.0,1,one,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,13.0,7.0,12.0,23,4,3,2017
9730,2017-03-04,2017-03-04 00:00:00+00:00,2017-03-04 00:00:00+00:00,,µg/m³,,5.03,5.03,,5030.0,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,5.0,4.0,12.0,0,5,3,2017
9730,2017-03-04,2017-03-04 01:00:00+00:00,2017-03-04 01:00:00+00:00,5.73,µg/m³,5.73,5.73,5.73,,5.73,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,5.0,4.0,12.0,1,5,3,2017
9730,2017-03-04,2017-03-04 02:00:00+00:00,2017-03-04 02:00:00+00:00,,µg/m³,,3.75,,,3750.0,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,5.0,12.0,2,5,3,2017
9730,2017-03-04,2017-03-04 03:00:00+00:00,2017-03-04 03:00:00+00:00,2.0,µg/m³,,2.0,2.0,2.0,2.0,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,2.0,8.0,12.0,3,5,3,2017
9730,2017-03-04,2017-03-04 04:00:00+00:00,2017-03-04 04:00:00+00:00,3.8,µg/m³,,3.8,3800.0,3.8,,0.0,1,un,100.0,,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,8.0,12.0,4,5,3,2017
9730,2017-03-04,2017-03-04 05:00:00+00:00,2017-03-04 05:00:00+00:00,4.45,µg/m³,4.45,4.45,4.45,4.45,0.00445,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,8.0,12.0,5,5,3,2017
9730,2017-03-04,2017-03-04 06:00:00+00:00,2017-03-04 06:00:00+00:00,6.35,µg/m³,6.35,6.35,0.00635,6.35,,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,727.0,6.0,8.0,12.0,6,5,3,2017
9730,2017-03-04,2017-03-04 07:00:00+00:00,2017-03-04 07:00:00+00:00,8.23,µg/m³,8.23,8230.0,,,8.23,,1,one,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,999.0,8.0,8.0,12.0,7,5,3,2017
9730,2017-03-04,2017-03-04 08:00:00+00:00,2017-03-04 08:00:00+00:00,8.25,cm,8.25,,8.25,8.25,8250.0,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,8.0,13.0,12.0,8,5,3,2017
9730,2017-03-04,2017-03-04 09:00:00+00:00,2017-03-04 09:00:00+00:00,7.45,µg/m³,7.45,7.45,,0.00745,,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,7.0,10.0,12.0,9,5,3,2017
9730,2017-03-04,2017-03-04 10:00:00+00:00,2017-03-04 10:00:00+00:00,9.48,µg/m³,9.48,9.48,9.48,9.48,,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,9.0,5.0,12.0,10,5,3,2017
9730,2017-03-04,2017-03-04 11:00:00+00:00,2017-03-04 11:00:00+00:00,7.0,µg/m³,7.0,7.0,7.0,7.0,7.0,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,7.0,5.0,12.0,11,5,3,2017
9730,2017-03-04,2017-03-04 12:00:00+00:00,2017-03-04 12:00:00+00:00,,µg/m³,0.00408,4.08,4.08,4.08,4.08,,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,3.0,12.0,12,5,3,2017
9730,2017-03-04,2017-03-04 13:00:00+00:00,2017-03-04 13:00:00+00:00,4630.0,kg,4.63,0.00463,4.63,,4.63,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,4.0,3.0,12.0,13,5,3,2017
9730,2017-03-04,2017-03-04 14:00:00+00:00,2017-03-04 14:00:00+00:00,,µg/m³,5.13,,5.13,5.13,5.13,0.0,1,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,5.0,5.0,12.0,14,5,3,2017
9730,2017-03-04,2017-03-04 15:00:00+00:00,2017-03-04 15:00:00+00:00,7.95,µg/m³,,7.95,7.95,,7.95,,un,1,100.0,2702.0,Saint Brieuc Balzac,48.51351000028169,-2.7495299998128857,8.0,4.0,12.0,15,5,3,2017
