sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
8617,2017-03-04,2017-03-04 16:00:00+00:00,2017-03-04 16:00:00+00:00,1.25,µg/m³,1.25,1.25,1.25,1.25,1.25,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,16,5,3,2017
8617,2017-03-04,2017-03-04 17:00:00+00:00,2017-03-04 17:00:00+00:00,2.0,µg/m³,,2.0,2.0,,2.0,,1,1,100.0,3457.0,Paray le Fresil,999.0,3.600667000393966,2.0,0.0,12.0,17,5,3,2017
8617,2017-03-04,2017-03-04 18:00:00+00:00,2017-03-04 18:00:00+00:00,1.25,µg/m³,,0.00125,1.25,,1.25,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,18,5,3,2017
8617,2017-03-04,2017-03-04 19:00:00+00:00,2017-03-04 19:00:00+00:00,,unknown,1.5,1.5,1.5,1.5,,0.0,1,un,100.0,3457.0,Paray le Fresil,46.65266799984592,-727.0,1.0,1.0,12.0,19,5,3,2017
8617,2017-03-04,2017-03-04 20:00:00+00:00,2017-03-04 20:00:00+00:00,1.25,µg/m³,,1.25,0.00125,1.25,1.25,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,1.0,12.0,20,5,3,2017
8617,2017-03-04,2017-03-04 21:00:00+00:00,2017-03-04 21:00:00+00:00,0.001,µg/m³,,,1.0,,1.0,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,1.0,12.0,21,5,3,2017
8617,2017-03-04,2017-03-04 22:00:00+00:00,2017-03-04 22:00:00+00:00,750.0,kg,0.75,0.75,0.75,0.75,0.75,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,1.0,12.0,22,5,3,2017
8617,2017-03-04,2017-03-04 23:00:00+00:00,2017-03-04 23:00:00+00:00,,µg/m³,1.0,1.0,1.0,1.0,1.0,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,23,5,3,2017
8617,2017-03-05,2017-03-05 00:00:00+00:00,2017-03-05 00:00:00+00:00,1.0,µg/m³,1.0,1000.0,1.0,,1.0,0.0,1,1,100.0,,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,1.0,12.0,0,6,3,2017
8617,2017-03-05,2017-03-05 01:00:00+00:00,2017-03-05 01:00:00+00:00,0.75,kg,0.75,0.75,0.75,,0.75,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,727.0,1.0,0.0,12.0,1,6,3,2017
8617,2017-03-05,2017-03-05 02:00:00+00:00,2017-03-05 02:00:00+00:00,0.5,cm,0.5,0.5,0.5,0.5,0.0005,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,1.0,12.0,2,6,3,2017
8617,2017-03-05,2017-03-05 03:00:00+00:00,2017-03-05 03:00:00+00:00,0.25,kg,0.00025,,0.25,0.25,0.25,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,-999.0,0.0,0.0,12.0,3,6,3,2017
8617,2017-03-05,2017-03-05 04:00:00+00:00,2017-03-05 04:00:00+00:00,0.25,µg/m³,0.25,,,0.00025,0.25,0.0,1,1,100.0,3457.0,Paray le Fresil,-999.0,3.600667000393966,0.0,1.0,12.0,4,6,3,2017
8617,2017-03-05,2017-03-05 05:00:00+00:00,2017-03-05 05:00:00+00:00,,µg/m³,0.25,0.25,0.25,0.25,250.0,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,-999.0,0.0,1.0,12.0,5,6,3,2017
8617,2017-03-05,2017-03-05 06:00:00+00:00,2017-03-05 06:00:00+00:00,0.5,µg/m³,0.5,,0.5,,0.5,,un,un,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,0.0,12.0,6,6,3,2017
8617,2017-03-05,2017-03-05 07:00:00+00:00,2017-03-05 07:00:00+00:00,,µg/m³,0.00075,0.75,750.0,0.75,0.75,,1,un,100.0,3457.0,Paray le Fresil,46.65266799984592,-727.0,1.0,0.0,12.0,7,6,3,2017
8617,2017-03-05,2017-03-05 08:00:00+00:00,2017-03-05 08:00:00+00:00,0.75,µg/m³,0.75,0.75,,,750.0,0.0,mot,mot,100.0,3457.0,Paray le Fresil,46.65266799984592,999.0,1.0,0.0,12.0,8,6,3,2017
8617,2017-03-05,2017-03-05 09:00:00+00:00,2017-03-05 09:00:00+00:00,1.0,µg/m³,,1.0,1.0,1.0,1.0,0.0,1,1,100.0,3457.0,Paray le Fresil,999.0,3.600667000393966,1.0,0.0,12.0,9,6,3,2017
8617,2017-03-05,2017-03-05 10:00:00+00:00,2017-03-05 10:00:00+00:00,0.75,µg/m³,0.75,0.75,,0.75,,0.0,one,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,10,6,3,2017
8617,2017-03-05,2017-03-05 11:00:00+00:00,2017-03-05 11:00:00+00:00,0.25,µg/m³,0.25,0.25,0.25,0.25,,0.0,uno,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,0.0,12.0,11,6,3,2017
8617,2017-03-05,2017-03-05 12:00:00+00:00,2017-03-05 12:00:00+00:00,1.0,µg/m³,1.0,1.0,,1.0,1000.0,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,12,6,3,2017
8617,2017-03-05,2017-03-05 13:00:00+00:00,2017-03-05 13:00:00+00:00,0.0005,unknown,0.5,,,0.5,0.5,0.0,1,1,100.0,3457.0,Paray le Fresil,-727.0,3.600667000393966,0.0,0.0,12.0,13,6,3,2017
8617,2017-03-05,2017-03-05 14:00:00+00:00,2017-03-05 14:00:00+00:00,1000.0,unknown,1.0,1.0,1.0,1000.0,,0.0,1,1,100.0,3457.0,Paray le Fresil,-727.0,3.600667000393966,1.0,0.0,12.0,14,6,3,2017
8617,2017-03-05,2017-03-05 15:00:00+00:00,2017-03-05 15:00:00+00:00,0.5,kg,0.5,0.5,0.5,,500.0,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,0.0,12.0,15,6,3,2017
8617,2017-03-05,2017-03-05 16:00:00+00:00,2017-03-05 16:00:00+00:00,0.75,unknown,0.75,750.0,0.75,,0.75,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,16,6,3,2017
8617,2017-03-05,2017-03-05 17:00:00+00:00,2017-03-05 17:00:00+00:00,0.00075,unknown,0.00075,0.75,0.00075,,0.75,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,0.0,12.0,17,6,3,2017
8617,2017-03-05,2017-03-05 18:00:00+00:00,2017-03-05 18:00:00+00:00,0.0,µg/m³,,,0.0,0.0,,0.0,1,1,100.0,3457.0,Paray le Fresil,999.0,3.600667000393966,0.0,0.0,12.0,18,6,3,2017
8617,2017-03-05,2017-03-05 19:00:00+00:00,2017-03-05 19:00:00+00:00,0.25,µg/m³,0.25,0.25,0.00025,,0.25,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,727.0,0.0,0.0,12.0,19,6,3,2017
8617,2017-03-05,2017-03-05 20:00:00+00:00,2017-03-05 20:00:00+00:00,0.0,µg/m³,0.0,,,,0.0,,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,1.0,12.0,20,6,3,2017
8617,2017-03-05,2017-03-05 21:00:00+00:00,2017-03-05 21:00:00+00:00,0.25,µg/m³,0.25,0.25,0.25,0.00025,0.25,0.0,1,1,100.0,3457.0,Paray le Fresil,46.65266799984592,3.600667000393966,0.0,2.0,12.0,21,6,3,2017
