sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
9774,2017-02-24,2017-02-24 16:00:00+00:00,2017-02-24 16:00:00+00:00,6.5,no2,cm,6.5,6.5,6.5,6.5,6.5,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,6.0,7.0,12.0,16,4,2,2017
9774,2017-02-24,2017-02-24 17:00:00+00:00,2017-02-24 17:00:00+00:00,0.00675,no2,µg/m³,6750.0,6.75,6.75,6.75,6.75,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,6.0,8.0,12.0,17,4,2,2017
9774,2017-02-24,2017-02-24 18:00:00+00:00,2017-02-24 18:00:00+00:00,0.00825,no2,µg/m³,8.25,0.00825,8.25,8.25,8.25,0.0,1,un,100.0,,FR02005,43.4051999994639,5.0515,8.0,9.0,12.0,18,4,2,2017
9774,2017-02-24,2017-02-24 19:00:00+00:00,2017-02-24 19:00:00+00:00,7.25,no2,µg/m³,7.25,7.25,7.25,7.25,7.25,0.0,one,1,100.0,,FR02005,999.0,-999.0,7.0,6.0,12.0,19,4,2,2017
9774,2017-02-24,2017-02-24 20:00:00+00:00,2017-02-24 20:00:00+00:00,7.0,no2,µg/m³,,7.0,7.0,7.0,7000.0,0.0,1,1,100.0,,FR02005,-999.0,999.0,7.0,7.0,12.0,20,4,2,2017
9774,2017-02-24,2017-02-24 21:00:00+00:00,2017-02-24 21:00:00+00:00,7.25,no2,cm,7.25,,0.00725,7.25,7.25,0.0,1,1,100.0,,FR02005,727.0,-727.0,7.0,8.0,12.0,21,4,2,2017
9774,2017-02-24,2017-02-24 22:00:00+00:00,2017-02-24 22:00:00+00:00,6.0,no2,µg/m³,6.0,,6.0,6.0,6.0,0.0,mot,1,100.0,2705.0,FR02005,43.4051999994639,-727.0,6.0,8.0,12.0,22,4,2,2017
9774,2017-02-24,2017-02-24 23:00:00+00:00,2017-02-24 23:00:00+00:00,4.75,no2,µg/m³,4750.0,,4.75,4.75,,0.0,1,1,100.0,,FR02005,999.0,5.0515,4.0,8.0,12.0,23,4,2,2017
9774,2017-02-25,2017-02-25 00:00:00+00:00,2017-02-25 00:00:00+00:00,4.0,no2,µg/m³,4.0,4.0,4000.0,0.004,,0.0,1,1,100.0,,FR02005,43.4051999994639,5.0515,4.0,10.0,12.0,0,5,2,2017
9774,2017-02-25,2017-02-25 01:00:00+00:00,2017-02-25 01:00:00+00:00,4.25,no2,µg/m³,4.25,4.25,4.25,4.25,4250.0,0.0,1,1,100.0,2705.0,FR02005,727.0,-999.0,4.0,9.0,12.0,1,5,2,2017
9774,2017-02-25,2017-02-25 02:00:00+00:00,2017-02-25 02:00:00+00:00,0.004,no2,µg/m³,4.0,,4.0,,4.0,,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,4.0,9.0,12.0,2,5,2,2017
9774,2017-02-25,2017-02-25 03:00:00+00:00,2017-02-25 03:00:00+00:00,6.33,no2,kg,6.33,,,6.33,6.33,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,6.0,8.0,12.0,3,5,2,2017
9774,2017-02-25,2017-02-25 04:00:00+00:00,2017-02-25 04:00:00+00:00,,no2,µg/m³,,7.25,,7.25,7.25,0.0,1,1,100.0,2705.0,FR02005,727.0,5.0515,7.0,17.0,12.0,4,5,2,2017
9774,2017-02-25,2017-02-25 05:00:00+00:00,2017-02-25 05:00:00+00:00,8500.0,no2,unknown,,,0.0085,0.0085,8.5,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,8.0,14.0,12.0,5,5,2,2017
9774,2017-02-25,2017-02-25 06:00:00+00:00,2017-02-25 06:00:00+00:00,9.25,no2,cm,9.25,9.25,,9.25,9.25,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,9.0,17.0,12.0,6,5,2,2017
9774,2017-02-25,2017-02-25 07:00:00+00:00,2017-02-25 07:00:00+00:00,,no2,µg/m³,6.5,,6.5,6500.0,6.5,0.0,one,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,6.0,47.0,12.0,7,5,2,2017
9774,2017-02-25,2017-02-25 08:00:00+00:00,2017-02-25 08:00:00+00:00,0.007,no2,unknown,7.0,7.0,,7.0,7.0,0.0,1,1,100.0,2705.0,FR02005,43.4051999994639,5.0515,7.0,70.0,12.0,8,5,2,2017
9774,2017-02-25,2017-02-25 09:00:00+00:00,2017-02-25 09:00:00+00:00,8.25,no2,µg/m³,8.25,8.25,,8.25,0.00825,,1,one,100.0,2705.0,FR02005,43.4051999994639,-999.0,8.0,77.0,12.0,9,5,2,2017
