sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
5607,2017-03-07,2017-03-07 05:00:00+00:00,2017-03-07 05:00:00+00:00,0.0603,µg/m³,,60.25,60.25,,0.06025,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,5,1,3,2017
5607,2017-03-07,2017-03-07 06:00:00+00:00,2017-03-07 06:00:00+00:00,60.3,µg/m³,60.25,,0.06025,60.25,60.25,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,6,1,3,2017
5607,2017-03-07,2017-03-07 07:00:00+00:00,2017-03-07 07:00:00+00:00,65.3,µg/m³,65.25,65.25,65.25,65.25,65.25,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,7,1,3,2017
5607,2017-03-07,2017-03-07 08:00:00+00:00,2017-03-07 08:00:00+00:00,61.0,µg/m³,61.0,61.0,61.0,61.0,0.061,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,8,1,3,2017
5607,2017-03-07,2017-03-07 09:00:00+00:00,2017-03-07 09:00:00+00:00,60.5,µg/m³,,60.5,60.5,0.0605,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,9,1,3,2017
5607,2017-03-07,2017-03-07 10:00:00+00:00,2017-03-07 10:00:00+00:00,0.063,µg/m³,63000.0,63.0,63.0,63.0,,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,10,1,3,2017
5607,2017-03-07,2017-03-07 11:00:00+00:00,2017-03-07 11:00:00+00:00,62.5,unknown,62.5,62.5,,0.0625,,0.0,1,one,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,11,1,3,2017
5607,2017-03-07,2017-03-07 12:00:00+00:00,2017-03-07 12:00:00+00:00,62.3,µg/m³,62.25,62.25,,62250.0,62.25,0.0,one,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,12,1,3,2017
5607,2017-03-07,2017-03-07 13:00:00+00:00,2017-03-07 13:00:00+00:00,,kg,62.0,62.0,0.062,62.0,62.0,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,-999.0,500.0,500.0,12.0,13,1,3,2017
5607,2017-03-07,2017-03-07 14:00:00+00:00,2017-03-07 14:00:00+00:00,64800.0,µg/m³,64.75,64.75,64.75,,64.75,,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,999.0,500.0,500.0,12.0,14,1,3,2017
5607,2017-03-07,2017-03-07 15:00:00+00:00,2017-03-07 15:00:00+00:00,64800.0,µg/m³,0.06475,,64.75,64.75,64750.0,0.0,un,1,100.0,,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,15,1,3,2017
5607,2017-03-07,2017-03-07 16:00:00+00:00,2017-03-07 16:00:00+00:00,69500.0,µg/m³,69.5,69.5,69.5,69.5,69.5,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,16,1,3,2017
5607,2017-03-07,2017-03-07 17:00:00+00:00,2017-03-07 17:00:00+00:00,69.8,µg/m³,69.75,,0.06975,69.75,0.06975,,1,mot,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,17,1,3,2017
5607,2017-03-07,2017-03-07 18:00:00+00:00,2017-03-07 18:00:00+00:00,70.5,µg/m³,,0.07050000000000001,70.5,70.5,70.5,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,18,1,3,2017
5607,2017-03-07,2017-03-07 19:00:00+00:00,2017-03-07 19:00:00+00:00,63.8,µg/m³,63.75,63.75,63750.0,,63.75,0.0,1,mot,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,19,1,3,2017
5607,2017-03-07,2017-03-07 20:00:00+00:00,2017-03-07 20:00:00+00:00,60000.0,µg/m³,60.0,60.0,60.0,,60.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,-999.0,5.820833000425056,500.0,500.0,12.0,20,1,3,2017
5607,2017-03-07,2017-03-07 21:00:00+00:00,2017-03-07 21:00:00+00:00,,µg/m³,57.0,57.0,57.0,57.0,57.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,46.072224000206376,5.820833000425056,500.0,500.0,12.0,21,1,3,2017
5607,2017-03-07,2017-03-07 22:00:00+00:00,2017-03-07 22:00:00+00:00,52.0,µg/m³,,0.052000000000000005,52.0,52.0,52.0,0.0,1,1,100.0,2690.0,St Germain/Rhône,-727.0,5.820833000425056,500.0,500.0,12.0,22,1,3,2017
