sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7733,2018-04-28,2018-04-28 18:00:00+00:00,2018-04-28 18:00:00+00:00,12.9,pm10,µg/m³,,12.88,0.01288,12.88,12.88,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,999.0,12.0,12.0,12.0,18,5,4,2018
7733,2018-04-28,2018-04-28 19:00:00+00:00,2018-04-28 19:00:00+00:00,11.9,pm10,unknown,11.85,11.85,0.01185,11850.0,0.01185,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,11.0,14.0,12.0,19,5,4,2018
7733,2018-04-28,2018-04-28 20:00:00+00:00,2018-04-28 20:00:00+00:00,0.0212,pm10,unknown,,21.15,21150.0,21.15,0.02115,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,20.0,10.0,12.0,20,5,4,2018
7733,2018-04-29,2018-04-29 04:00:00+00:00,2018-04-29 04:00:00+00:00,,pm10,µg/m³,0.01018,10.18,0.01018,,10.18,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,9.0,18.0,12.0,4,6,4,2018
7733,2018-04-29,2018-04-29 05:00:00+00:00,2018-04-29 05:00:00+00:00,,pm10,µg/m³,,0.00838,8.38,8.38,,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,727.0,8.0,23.0,12.0,5,6,4,2018
7733,2018-04-29,2018-04-29 06:00:00+00:00,2018-04-29 06:00:00+00:00,12.5,pm10,µg/m³,12.45,12.45,12.45,,,,1,1,100.0,3476.0,Gravelines PC/Drire,727.0,2.1431700001489395,12.0,33.0,12.0,6,6,4,2018
7733,2018-04-29,2018-04-29 07:00:00+00:00,2018-04-29 07:00:00+00:00,14.9,pm10,µg/m³,14.93,,14.93,0.01493,14.93,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,727.0,2.1431700001489395,14.0,17.0,13.0,7,6,4,2018
7733,2018-04-29,2018-04-29 08:00:00+00:00,2018-04-29 08:00:00+00:00,10300.0,pm10,kg,10280.0,10.28,10.28,10.28,10.28,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,10.0,17.0,12.0,8,6,4,2018
7733,2018-04-29,2018-04-29 09:00:00+00:00,2018-04-29 09:00:00+00:00,10.6,pm10,µg/m³,10.58,0.01058,,,10.58,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,727.0,2.1431700001489395,10.0,19.0,12.0,9,6,4,2018
7733,2018-04-29,2018-04-29 10:00:00+00:00,2018-04-29 10:00:00+00:00,11.8,pm10,µg/m³,0.01175,11.75,11.75,11.75,11.75,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,11.0,20.0,12.0,10,6,4,2018
7733,2018-04-29,2018-04-29 11:00:00+00:00,2018-04-29 11:00:00+00:00,,pm10,µg/m³,,9.1,0.0091,9.1,9.1,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,8.0,22.0,12.0,11,6,4,2018
7733,2018-04-29,2018-04-29 12:00:00+00:00,2018-04-29 12:00:00+00:00,9.75,pm10,µg/m³,9.75,,,9.75,9.75,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,9.0,19.0,12.0,12,6,4,2018
7733,2018-04-29,2018-04-29 13:00:00+00:00,2018-04-29 13:00:00+00:00,,pm10,µg/m³,7.7,7.7,,7.7,0.0077,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,-727.0,7.0,23.0,12.0,13,6,4,2018
7733,2018-04-29,2018-04-29 14:00:00+00:00,2018-04-29 14:00:00+00:00,9.53,pm10,µg/m³,9.53,9.53,,0.00953,9.53,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,9.0,21.0,12.0,14,6,4,2018
7733,2018-04-29,2018-04-29 15:00:00+00:00,2018-04-29 15:00:00+00:00,,pm10,µg/m³,14.1,14.1,,14.1,14.1,0.0,mot,1,100.0,,Gravelines PC/Drire,50.98106000001642,999.0,13.0,18.0,12.0,15,6,4,2018
7733,2018-04-29,2018-04-29 16:00:00+00:00,2018-04-29 16:00:00+00:00,19.7,pm10,µg/m³,,19.68,19.68,0.01968,,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,18.0,19.0,12.0,16,6,4,2018
7733,2018-04-29,2018-04-29 17:00:00+00:00,2018-04-29 17:00:00+00:00,,pm10,µg/m³,24.6,24.6,24.6,24.6,,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,-727.0,2.1431700001489395,23.0,18.0,12.0,17,6,4,2018
7733,2018-04-29,2018-04-29 18:00:00+00:00,2018-04-29 18:00:00+00:00,35.7,pm10,unknown,35.68,35.68,0.03568,35.68,35.68,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,33.0,16.0,12.0,18,6,4,2018
7733,2018-04-29,2018-04-29 20:00:00+00:00,2018-04-29 20:00:00+00:00,18.1,pm10,unknown,18.13,18.13,18.13,18130.0,,0.0,1,1,100.0,,Gravelines PC/Drire,-727.0,2.1431700001489395,17.0,17.0,12.0,20,6,4,2018
7733,2018-04-29,2018-04-29 21:00:00+00:00,2018-04-29 21:00:00+00:00,,pm10,µg/m³,20280.0,20.28,20.28,20280.0,20.28,0.0,1,one,100.0,3476.0,Gravelines PC/Drire,727.0,2.1431700001489395,19.0,19.0,12.0,21,6,4,2018
7733,2018-04-29,2018-04-29 22:00:00+00:00,2018-04-29 22:00:00+00:00,,pm10,µg/m³,,21.73,21.73,21730.0,,0.0,1,1,100.0,,Gravelines PC/Drire,50.98106000001642,999.0,20.0,12.0,12.0,22,6,4,2018
7733,2018-04-29,2018-04-29 23:00:00+00:00,2018-04-29 23:00:00+00:00,23.5,pm10,unknown,23.53,23.53,23.53,23.53,,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,999.0,22.0,15.0,12.0,23,6,4,2018
7733,2018-04-30,2018-04-30 00:00:00+00:00,2018-04-30 00:00:00+00:00,20.1,pm10,µg/m³,20.05,20.05,20.05,20.05,,0.0,1,one,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,19.0,16.0,12.0,0,0,4,2018
7733,2018-04-30,2018-04-30 01:00:00+00:00,2018-04-30 01:00:00+00:00,25.3,pm10,kg,25.25,25.25,25.25,25.25,25250.0,,1,1,100.0,3476.0,Gravelines PC/Drire,-999.0,2.1431700001489395,23.0,15.0,12.0,1,0,4,2018
7733,2018-04-30,2018-04-30 02:00:00+00:00,2018-04-30 02:00:00+00:00,22.6,pm10,µg/m³,22.63,0.02263,,22.63,22.63,,mot,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,21.0,11.0,12.0,2,0,4,2018
7733,2018-04-30,2018-04-30 03:00:00+00:00,2018-04-30 03:00:00+00:00,19.0,pm10,µg/m³,,18.95,18950.0,18.95,0.018949999999999998,0.0,1,1,100.0,,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,18.0,10.0,12.0,3,0,4,2018
7733,2018-04-30,2018-04-30 04:00:00+00:00,2018-04-30 04:00:00+00:00,0.0202,pm10,µg/m³,20.23,20.23,,,20.23,0.0,1,1,100.0,,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,19.0,14.0,12.0,4,0,4,2018
7733,2018-04-30,2018-04-30 05:00:00+00:00,2018-04-30 05:00:00+00:00,19.2,pm10,µg/m³,19.15,19.15,19.15,19.15,19150.0,,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,-999.0,18.0,10.0,12.0,5,0,4,2018
7733,2018-04-30,2018-04-30 06:00:00+00:00,2018-04-30 06:00:00+00:00,16.9,pm10,µg/m³,16.9,16.9,16.9,0.0169,16.9,,1,uno,100.0,,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,16.0,12.0,12.0,6,0,4,2018
7733,2018-04-30,2018-04-30 07:00:00+00:00,2018-04-30 07:00:00+00:00,0.019100000000000002,pm10,µg/m³,19.08,19.08,19.08,19.08,,0.0,1,1,100.0,,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,18.0,17.0,12.0,7,0,4,2018
7733,2018-04-30,2018-04-30 08:00:00+00:00,2018-04-30 08:00:00+00:00,18.7,pm10,µg/m³,18.73,18.73,18.73,18.73,18.73,,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,17.0,18.0,12.0,8,0,4,2018
7733,2018-04-30,2018-04-30 09:00:00+00:00,2018-04-30 09:00:00+00:00,20200.0,pm10,µg/m³,20230.0,,,,20.23,,uno,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,19.0,16.0,12.0,9,0,4,2018
7733,2018-04-30,2018-04-30 10:00:00+00:00,2018-04-30 10:00:00+00:00,13.1,pm10,unknown,,,0.0131,0.0131,13.1,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,12.0,16.0,12.0,10,0,4,2018
7733,2018-04-30,2018-04-30 11:00:00+00:00,2018-04-30 11:00:00+00:00,16.6,pm10,µg/m³,16.63,0.01663,16.63,16.63,16.63,,1,un,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,15.0,16.0,12.0,11,0,4,2018
7733,2018-04-30,2018-04-30 12:00:00+00:00,2018-04-30 12:00:00+00:00,16.8,pm10,µg/m³,16.8,0.016800000000000002,16.8,,16.8,0.0,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,999.0,16.0,17.0,12.0,12,0,4,2018
7733,2018-04-30,2018-04-30 13:00:00+00:00,2018-04-30 13:00:00+00:00,,pm10,cm,0.016300000000000002,16.3,16.3,16300.0,16.3,,1,1,100.0,3476.0,Gravelines PC/Drire,50.98106000001642,2.1431700001489395,15.0,13.0,12.0,13,0,4,2018
7733,2018-04-30,2018-04-30 14:00:00+00:00,2018-04-30 14:00:00+00:00,11.9,pm10,µg/m³,11.9,,11.9,11.9,11.9,,1,1,100.0,3476.0,Gravelines PC/Drire,999.0,999.0,11.0,15.0,12.0,14,0,4,2018
