sensor_id,date,datetime_utc,datetime_local,value_avg,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7897,2017-04-04,2017-04-04 10:00:00+00:00,2017-04-04 10:00:00+00:00,0.0,unknown,0.0,0.0,0.0,0.0,0.0,,1,1,100.0,,Heming,48.6947249998427,6.965274999684525,0.0,24.0,12.0,10,1,4,2017
7897,2017-04-04,2017-04-04 11:00:00+00:00,2017-04-04 11:00:00+00:00,0.0,µg/m³,0.0,0.0,0.0,0.0,0.0,0.0,un,1,100.0,,Heming,48.6947249998427,6.965274999684525,0.0,28.0,12.0,11,1,4,2017
7897,2017-04-04,2017-04-04 12:00:00+00:00,2017-04-04 12:00:00+00:00,0.0,µg/m³,,0.0,0.0,0.0,,0.0,un,un,100.0,3485.0,Heming,48.6947249998427,6.965274999684525,0.0,39.0,12.0,12,1,4,2017
7897,2017-04-04,2017-04-04 13:00:00+00:00,2017-04-04 13:00:00+00:00,0.0157,µg/m³,15.68,15.68,15.68,15.68,15680.0,0.0,1,1,100.0,3485.0,Heming,-999.0,6.965274999684525,15.0,30.0,12.0,13,1,4,2017
7897,2017-04-04,2017-04-04 14:00:00+00:00,2017-04-04 14:00:00+00:00,0.0,µg/m³,0.0,0.0,0.0,0.0,0.0,0.0,uno,1,100.0,3485.0,Heming,999.0,-727.0,0.0,26.0,12.0,14,1,4,2017
7897,2017-04-04,2017-04-04 15:00:00+00:00,2017-04-04 15:00:00+00:00,0.0,µg/m³,0.0,0.0,,0.0,,0.0,1,1,100.0,3485.0,Heming,48.6947249998427,6.965274999684525,0.0,25.0,12.0,15,1,4,2017
7897,2017-04-04,2017-04-04 16:00:00+00:00,2017-04-04 16:00:00+00:00,,µg/m³,0.0,,0.0,0.0,,0.0,1,1,100.0,3485.0,Heming,48.6947249998427,999.0,0.0,24.0,12.0,16,1,4,2017
7897,2017-04-04,2017-04-04 17:00:00+00:00,2017-04-04 17:00:00+00:00,,µg/m³,,,17.05,17.05,17.05,0.0,1,one,100.0,3485.0,Heming,48.6947249998427,6.965274999684525,16.0,23.0,12.0,17,1,4,2017
7897,2017-04-04,2017-04-04 18:00:00+00:00,2017-04-04 18:00:00+00:00,,µg/m³,13.75,13750.0,13.75,13.75,13750.0,0.0,1,1,100.0,3485.0,Heming,48.6947249998427,6.965274999684525,13.0,25.0,12.0,18,1,4,2017
7897,2017-04-04,2017-04-04 19:00:00+00:00,2017-04-04 19:00:00+00:00,20.7,µg/m³,20.68,20.68,20.68,20.68,,,uno,un,100.0,3485.0,Heming,48.6947249998427,6.965274999684525,19.0,21.0,12.0,19,1,4,2017
7897,2017-04-04,2017-04-04 20:00:00+00:00,2017-04-04 20:00:00+00:00,,µg/m³,49.4,49.4,0.0494,49.4,49.4,0.0,1,1,100.0,3485.0,Heming,727.0,6.965274999684525,46.0,27.0,12.0,20,1,4,2017
